f1d3,e8f7
f1d3,e8d7
f1d3,f8g7
f1d3,f8h6
f1d3,f8e7
f1d3,f8d6
f1d3,f8c5
f1d3,f8b4
f1d3,f8a3
f1c4,c8d7
f1c4,c8e6
f1c4,c8f5
f1c4,c8g4
f1c4,c8h3
f1c4,c8b7
f1c4,c8a6
f1c4,e8e7
f1c4,e8d8
f1c4,e8d7
f1c4,f8g7
f1c4,f8h6
f1c4,f8e7
f1c4,f8d6
f1c4,f8c5
f1c4,f8b4
f1c4,f8a3
f1b5,c8d7
f1b5,e8e7
f1b5,e8d8
f1b5,e8f7
f1a6,c8d7
f1a6,c8e6
f1a6,c8f5
f1a6,c8g4
f1a6,c8h3
f1a6,c8b7
f1a6,c8a6
f1a6,e8e7
f1a6,e8d8
f1a6,e8f7
f1a6,e8d7
f1a6,f8g7
f1a6,f8h6
f1a6,f8e7
f1a6,f8d6
f1a6,f8c5
f1a6,f8b4
f1a6,f8a3
